rawi_index,name,shuhrah,laqab,kunyah,nasab,place_iqama,selat_karaba,aqeedah,date_birth,date_death,place_birth,place_death,place_travel,date_travel,tabaqah,grade_ibn_hajar,grade_thahabi
12430,سلام بن أبي خبزة,,,يقال : أبو عبد الله,العطار ، البصري,,ابنه : سعيد بن سلام,,,191 هـ : 200 هـ,,,,,,,
12431,سلام بن كركرة,,,,,,,,,,,,,,,,
12432,سيد بن عيسى,,,,الكوفي,,,,,,,,,,,,
12433,سيف بن منير,,,,,,,,,,,,,,,,
12434,شداد بن حكيم,,,أبو عثمان,البلخي ، القاضي,بلخ ، سمرقند,,متعصب في الإرجاء,,213هـ,,,,,,,
12435,شعوذ بن عبد الرحمن,,,أبو عبد الرحمن ، أبو عمر,الأزدي ، الرحبي ، الشامي,,,,,,,,,,,,
12436,صالح بن أحمد بن محمد بن حنبل بن هلال بن أسد,,الحافظ,أبو الفضل,الشيباني ، القاضي ، البغدادي ، الحافظ,أصبهان ، طرسوس ، بغداد,ابنه : زهير,,203 هـ,265 هـ ، أو 266 هـ,,أصبهان,,,,,
12437,صالح بن بيان,الساحلي,,,القاضي ، الأنباري ، السيرافي ، الساحلي ، الثقفي ، ويقال : العبدي,سيراف من أعمال فارس,,,,191 هـ : 200 هـ,,,,,,,
12438,صالح بن عبد الجبار,,,,,,,,,,,,,,,,
12439,يعقوب بن إسحاق,,,أبو يوسف,الجيزي,,,,,,,,,,,,
12440,صالح بن عمرو,,,,,,,,,,,,,,,,
12441,عمران بن موسى بن مجاشع,,الحافظ,أبو إسحاق,الجرجاني ، السختياني ، الحافظ,جرجان,رفيقه : إِبراهيم بن يوسف الهِسنجاني,,210 هـ ، وبضع,305 هـ,,جرجان,نيسابور,,,,
12442,صالح بن عمران بن حرب ، وقيل : صالح بن عمران بن صالح بن عمران بن عبد الله,,الدعا,أبو شعيب,البخاري الأصل ، الدعاء,,,,,285هـ,,,,,,,
12443,صالح بن مالك,,,أبو عبد الله,الخوارزمي,بغداد,,,,231 هـ,,,,,,,
12444,صدقة بن يزيد,,,,الخراساني الأصل ، الشامي ، الدمشقي,الرملة ، بيت المقدس,,,,150هـ ، ونيف,,,مرو,,,,
12445,صديق بن موسى بن عبد الله بن الزبير,,,,التيمي ، الجزري الأصل,مكة,حفيده : عتيق بن يعقوب,,,,,,,,,,
12446,صغدى بن سنان ، يقال : اسمه عمر,,صغدي,أبو معاوية ، أبو يحيى,البصري ، الحرشي,,,قدري,,بين 191 هـ ، و : 200 هـ,,,,,,,
12447,عمر بن محمد بن بجير,,الحافظ,أبو حفص,الهمداني ، السمرقندي ، الحافظ ، الجوال,ما وراء النهر,,,223 هـ,311 هـ,,,خراسان ، البصرة ، الكوفة ، الشام ، مصر ، الحجاز,,,,
12448,الصعق بن حبيب ، وقيل : الصقر,,,,البصري ، السلولي,,,,,,,,,,,,
12449,صلة بن سليمان,,,أبو زيد,العطار ، الواسطي,بغداد,,,,بين 201 هـ ، و : 210 هـ,,,,,,,
12450,ضميرة ، قيل هو : ابن سعيد ، ويقال : ضميرة بن أبي ضميرة,,,,الحميري ، الليثي ، الضمري,,حفيده : حسين بن عبد الله,,,,,,,,,,
12451,طالوت بن عباد,,,أبو عثمان,الصيرفي ، الجحدري ، الضبعي ، البصري,,ابنه : عثمان بن طالوت,,,238هـ,,,,,,,
12452,طاهر بن خالد بن نزار بن مغيرة بن سليم,,,أبو الطيب,الأيلي ، الغساني,سامراء,,,,260هـ ، أو  : 263هـ,,,,,,,
12453,طاهر بن عيسى بن قيرس,,,أبو الحسين,المصري ، المؤدب,,,,,292هـ,,,,,,,
12454,طاهر بن يحيى بن الحسين,,,أبو القاسم,العلوي ، المدني,,,,,314 هـ,,,,,,,
12455,ظريف بن ناصح ، وقيل  : طريف,,,,,,,شيعي,,,,,,,,,
12456,عامر بن سعيد بن أبي داود,,,أبو حفص,البلخي,,,,,,,,بغداد,,,,
12457,عامر بن سيار,,,,الدارمي ، الرقي,,,,,في حدود الـ 240هـ,,,,,,,
12458,عباد بن صهيب,,,أبو بكر,البصري ، الكليبي,,,قدريّ داعية,,بعد 200 هـ ، أو : 212 هـ,,,,,,,
12459,العباس بن سليم,,,,,,,,,,,,,,,,
12460,العباس بن الفضل بن رشيد,,,أبو الفضل,الطبري,بغداد,,,,278هـ,,بغداد,,,,,
12461,أحمد بن مكرم بن خالد بن صالح,,,أبو الحسن,البرتي ، البغدادي,,,,,بين 301 هـ ، و : 310 هـ,,,,,,,
12462,العباس بن محمد بن مجاشع,,,أبو الفضل,الأصبهاني,,,,,بين 291 هـ ، و : 300 هـ,,,,,,,
12463,إبراهيم بن علي بن إبراهيم بن محمد بن عبد العزيز بن عبد الله بن عمر بن الخطاب,,,أبو إسحاق,العمري ، الموصلي,,,,,306هـ,,,بغداد,,,,
12464,عبد الأعلى بن محمد,,,,,,,,,,,,,,,,
12465,عبد الجبار بن الحجاج,,,,الخراساني,,جده ميمون,,,,,,,,,,
12467,عبد الجبار بن مسلم,,,,الدمشقي,,أخوه : الوليد بن مسلم,,,,,,,,,,
12468,معلى بن مهدي بن رستم,,,أبو يعلى ، أبو الحسن,البصري ، الموصلي ، الزاهد,الموصل,,,,235هـ,,,,,,,
12469,عبد الحميد بن رافع بن خديج,,,,المدني ، الأنصاري ، الحارثى ، الحجازي,,,,,بين 121 هـ : 130 هـ,,,,,,,
12470,عبد الحميد بن السري,,,,الغنوي ، السري,,,,,,,,,,,,
12471,عبد الخالق بن منصور,,,أبو عبد الرحمن,القشيري ، النيسابوري,,,,,246هـ,,مصر,,,,,
12472,عبد السلام بن عجلان ، ويقال : ابن غالب,صاحب الطعام,,أبو الخليل ، أبو الجليل,العدوي ، الهجيمي ، البصري,,,,,بين 161 هـ ، و : 170 هـ,,,,,,,
12473,عبد الصمد بن عبد العزيز,,,أبو علي,الرازي ، المقرئ ، العطار,,,,,200هـ ، ونيف,,,,,,,
12475,عبد العزيز بن عباد,,,أبو صالح,الفرغاني,,أخوه : حمدون بن عباد,,,269هـ,,,,,,,
12476,عبد العزيز بن عبد الرحمن,,,,البالسي ، القرشي ، الجزري ، المديني,بالس,,,,,,,,,,,
12477,عبد العزيز بن أبي عثمان,,,,الرازي ، الكوفي,,ختن عثمان بن زائدة,,,بين 191 هـ ، و : 200 هـ,,,,,,,
12478,عبد العزيز بن محمد بن دينار,,,أبو محمد,الفارسي ، الزاهد,,,,,304هـ,,,,,,,
12479,محمد بن عبيد الله بن الفضل,الراهب,,أبو الحسين,الكلاعي ، الحمصي,,,,,309 هـ,,,,,,,
12480,عبد العظيم بن حبيب,ابن رغبان,,أبو بكر,الفهري ، الحمصي,,,,,,,,,,,,
12481,عبد الملك بن زياد,,,أبو عبد الرحمن,النصيبي,,,,,,,,,,,,
12482,عبد الملك بن شداد,,,,الأزدي ، الحديدي,,,,,151 هـ : 160 هـ,,,,,,,
12483,عبد الملك بن عقاب,,,,الموصلي,,,,,,,,,,,,
12484,عبد الملك بن مسلمة بن يزيد,,,أبو مروان,المصري ، الأموي مولاهم ، البصري مولاهم,,مولى بني أمية ، ومولى البصريين ، وكان من أصحاب مالك ، هو مولى جزء بن عبد العزيز بن مروان,كان فقيها من أصحاب مالك,140هـ,224هـ,,,,,,,
12485,عبد الواحد بن سليمان,,,أبو سليمان,الأزدي ، البراء ، البصري,,خادم ابن عون,,,بين 191 هـ ، و : 200 هـ,,,,,,,
12486,عبد الواحد بن محمد بن عبد العزيز بن محمد بن عبد الرحمن بن معاوية بن حديج,,,أبو عبد الحميد,,,,,,209 هـ,,,,,,,
12487,عبدوس بن بشر بن شعيب,,,أبو محمد,الرازي الأصل,,,,,بين 251 هـ ، و : 260 هـ,,,بغداد,قبل 260هـ,,,
12488,عبدوس بن مالك,,,أبو محمد,العطار,,صاحب الإمام أحمد,,,بين 241 هـ ، و : 250 هـ,,,,,,,
12489,عبيد الله بن تمام بن قيس,,,أبو عاصم,البصري ، السلمي ، الواسطي,,,,,,,,,,,,
12490,عبيد الله بن جرير بن جبلة بن أبي رواد,,,أبو العباس ، أبو عبيد الله ، وقيل : أبو الحسن,العتكي ، البصري,,,,,262هـ,,واسط,بغداد,,,,
12491,عبيد الله بن النعمان,,,أبو عمرو,المنقري ، الدلال ، ويقال : البصري,بغداد,,,,261 هـ : 270 هـ,,,,,,,
12492,عبيد بن محمد بن إبراهيم,,,,الصنعاني,,,,,,,,,,,,
12493,عبيد بن محمد بن القاسم بن سليمان بن أبي مريم,,الوراق,أبو محمد,الوراق ، النيسابوري ، البغدادي,بغداد,,,,255 هـ,,بغداد,,,,,
12494,عبيد بن محمد,,,,العبدي ، البصري,,,,,,,,,,,,
12495,عبيد بن محمد بن موسى,رجال,رجال,أبو القاسم,المؤذن ، المصري ، المقرئ ، البزار,,,,,بين 281 هـ ، و : 290 هـ,,,,,,,
12496,عبيدة بن حسان,,,,العنبري ، السنجاري,,ابن أخيه : عمرو بن عبد الجبار بن حسان,,,,,,,,,,
12497,عتاب بن أعين,,,أبو القاسم,الكوفي ، الرازي,الري,,,,بين 181 هـ ، و : 190 هـ,,,,,,,
12498,عتبة بن السكن,,,,الشامي,,,,,,,,,,,,
12499,عثمان بن حفص بن عمر بن سليمان,,,أبو عمرو,الضبي,,,,,,,,البصرة,,,,
12500,عثمان بن راشد,,,,السلمي ، الكوفي,,,,,,,,,,,,
12501,عثمان بن عبد الرحمن بن سعيد بن يربوع,,,,المخزومي ، القرشي ، الحجازي,,ابنه : أبو بكر بن عثمان,,,,,,,,,,
12502,عثمان بن محمد بن ربيعة بن أبي عبد الرحمن,,,,المدني,,,,,,,,,,,,
12503,عثمان بن مخلد,,,,التمار ، الواسطي,,,,,,,,,,,,
12504,عثمان بن معبد بن نوح,,,,المقرئ,,,,,261 هــ,,بغداد,,,,,
12505,عتيق بن يعقوب بن صديق بن موسى بن عبد الله بن الزبير بن العوام,,,أبو يعقوب,الزبيري ، المدني ، القرشي ، الاسدي,,وصحب عبد الله بن عمر بن عبد العزيز العمري الزاهد,,,224 هـ ، أو  : 228,,,,,,,
12506,عدي بن عبد الرحمن بن زيد,,,,الطائي ، الكوفي,العراق,والد الهيثم,,,151 هـ : 160 هـ,,,,,,,
12507,عدي بن أبي عمارة,,الوراق,,البصري ، الذراع ، الجرمي ، القسام ، الوراق,,,,,بين 181 هـ ، و : 190 هـ,,,,,,,
12508,عصام بن يوسف بن ميمون بن قدامة,,,أبو عصمة ، ابو محمد,البلخي ، الزاهد,,أخوه : إبراهيم بن يوسف,,,"210 هـ ، أو : 
215 هـ ، أو : 220 هـ",,بلخ,,,,,
12509,عطية بن بقية بن الوليد,,,أبو سعيد,الحمصي,,,,,265 هـ,,,,,,,
12510,محمد بن عبد الله بن الجنيد,,,أبو عبد الله,البستي ، النيسابوري,جرجان,,,,303 هـ ، أو 304 هـ,,,الري,,,,
12511,عقيل بن دينار,,,,,,مولى جارية بن ظفر,,,,,,,,,,
12512,علي بن إبراهيم بن حماد بن إسحاق بن إسماعيل بن حماد بن زيد بن درهم,,,أبو الحسن,الأزدي ، القاضي ، البغدادي,الأهواز,,,,356 هـ,,,بغداد,,,,
12513,عبد الله بن إسماعيل بن إبراهيم بن عيسى بن المنصور أبي جعفر عبد الله بن محمد بن علي بن عبد الله بن العباس,ابن بريه,,أبو جعفر,الهاشمي ، البغدادي,بغداد,,,263 هـ  ، وقيل : 260 هـ,350 هـ,,,,,,,
12514,عبد الله بن أحمد بن إبراهيم بن كثير,ابن الدورقي,الحافظ,أبو العباس,الدورقي ، العبدى ، الحافظ,,,,,276 هـ,,بغداد,سر من رأى ، بغداد,,,,
12516,عبد الله بن محمد بن مسلم,الجوربذي,الحافظ,أبو بكر,الإسفراييني ، الحافظ ، الناقد ، الجوربذي,,ختن بديل الإسفراييني,,239 هـ,318 هـ,,,,,,,
12517,عبد الله بن محمد بن موسى بن كعب,,,أبو محمد,النيسابوري ، الكعبي ، الصادق,,,,,349 هـ,,,,,,,
12518,عبد الله بن محمد بن نصر بن طويط,,الحافظ,أبو الفضل,الرملي ، الحافظ ، البزار,,,,,301 هـ : 310 هـ تقريبا,,,,,,,
12519,علي بن أحمد بن محمد,ابن قرقور,,,الهمذاني ، التمار,,,,,341 هـ : 350 هـ تقريبا,,,,,,,
12520,عبد الله بن محمد بن وهب ، وهو عبد الله بن حمدان بن وهب ، وقد ينسب إلي جده,,الحافظ,أبو محمد,الحافظ ، البارع ، الرحال ، الدينوري,,,,,308 هـ,,,مصر ، العراق ، الشام ، الحجاز,,,,
12521,علي بن أحمد بن عبد الله بن عمر,,,أبو الحسن,الجواربي ، الواسطي,,,,,258 هـ,,,بغداد ، واسط,252 هـ,,,
12522,عبد الله بن محمد بن يحيى بن عروة بن الزبير,,,,المدني,,,,,,,,,,,,
12523,علي بن إسماعيل بن الحكم,علوية,علويه,أبو الحسن,البزاز ، البغدادي,,,,,271  هـ ، أو 270 هـ قاله ابن قانع,,,,,,,
12524,علي بن جعفر بن زياد,,الأحمر,أبو الحسن,الأحمر ، التميمي ، الكوفي,,,,,230 هـ,,,بغداد,,,,
12525,عبد الله بن محمد بن يوسف بن واقد,,,أبو عمرو,الفريابي,,,,,,,,,,,,
12527,عبد الله بن محمود بن عبد الله,,الحافظ,أبو عبد الرحمن,الحافظ ، السعدي ، المروزي,مرو,,,,311 هـ,,,العراق,,,,
12528,علي بن الحسن بن أحمد بن خالد بن فروخ بن عبيد الله,ابن الكلاس,,أبو الحسين,الحراني ، الخزاز ، الكلاس,,,,,333 هـ,,,بغداد,,,,
12529,عبد الله بن مسلم,,,أبو الحارث,الفهري,,,,,,,,,,,,
12530,علي بن الحسين بن عبيد بن بسطام بن كعب,,,,البزار ، القرشي ، الكوفي,,,ما رأيت أرفض منه,,,,,,,,,
12531,علي بن الحسن بن هارون بن عبد الجبار بن زيد,,,,البلدي,,,,,,,,مصر,,,,
12532,علي بن زكريا,,,أبو الحسن,القطيعي ، التمار ، البغدادي,,,,,267 هـ,,في طريق مكة,,,,,
12534,عبد الله بن أحمد بن سعد,,الحافظ,أبو محمد,الحافظ ، النيسابوري ، الحاجي ، البزاز,,,,,349 هـ,,,,,,,
12535,عبد الله بن أحمد بن موسى بن زياد,عبدان,الحافظ ، عبدان,أبو محمد,الحافظ ، الأهوازي ، الجواليقي ، القاضى ، العسكري,الأهواز,,,216 هـ,306 هـ ، وقيل : 307 هـ,,عسكر مكرم,بغداد ، البصرة ، عسكر مكرم ، الشام ، الحجاز ، مصر,,,,
12536,على بن زنجة,,,,الرازي,,وكان رفيق أبي حاتم بالبصرة,,,,,,البصرة,,,,
